individual_id,species,population,river,habitat,TL_mm,landmark,x,y
Astya_Xin_05,Astyanax_bimaculatus,Xingu,Xingu,fast,117.32587727211771,11,1.067,0.8395
Astya_Xin_05,Astyanax_bimaculatus,Xingu,Xingu,fast,119.94136638459256,12,1.0845,0.1594
Astya_Xin_06,Astyanax_bimaculatus,Xingu,Xingu,fast,97.40768195524552,1,0.0275,0.5986
Astya_Xin_06,Astyanax_bimaculatus,Xingu,Xingu,fast,110.02941949726807,2,0.0956,0.4513
Astya_Xin_06,Astyanax_bimaculatus,Xingu,Xingu,fast,138.22759039278088,3,0.127,0.6414
Astya_Xin_06,Astyanax_bimaculatus,Xingu,Xingu,fast,134.16076162222365,4,0.2062,0.6334
Astya_Xin_06,Astyanax_bimaculatus,Xingu,Xingu,fast,93.53246730528454,5,0.2991,0.8179
Astya_Xin_06,Astyanax_bimaculatus,Xingu,Xingu,fast,116.85284728466877,6,0.307,0.2878
Astya_Xin_06,Astyanax_bimaculatus,Xingu,Xingu,fast,118.97321831798017,7,0.5067,0.8777
Astya_Xin_06,Astyanax_bimaculatus,Xingu,Xingu,fast,111.73028798252462,8,0.6087,0.161
Astya_Xin_06,Astyanax_bimaculatus,Xingu,Xingu,fast,115.14258520125998,9,0.8302,0.6207
Astya_Xin_06,Astyanax_bimaculatus,Xingu,Xingu,fast,126.47209086383353,10,0.8275,0.4364
Astya_Xin_06,Astyanax_bimaculatus,Xingu,Xingu,fast,103.1650726991781,11,1.0794,0.832
Astya_Xin_06,Astyanax_bimaculatus,Xingu,Xingu,fast,120.06328518978926,12,1.0703,0.1507
Astya_Xin_07,Astyanax_bimaculatus,Xingu,Xingu,fast,99.80574964309747,1,-0.0112,0.5856
Astya_Xin_07,Astyanax_bimaculatus,Xingu,Xingu,fast,138.43576289202178,2,0.095,0.4576
Astya_Xin_07,Astyanax_bimaculatus,Xingu,Xingu,fast,134.6885783315363,3,0.1372,0.632
Astya_Xin_07,Astyanax_bimaculatus,Xingu,Xingu,fast,134.14154235584328,4,0.1847,0.6278
Astya_Xin_07,Astyanax_bimaculatus,Xingu,Xingu,fast,138.59929234685706,5,0.2932,0.8042
Astya_Xin_07,Astyanax_bimaculatus,Xingu,Xingu,fast,107.7943836021787,6,0.2999,0.3095
Astya_Xin_07,Astyanax_bimaculatus,Xingu,Xingu,fast,111.06101747528582,7,0.5126,0.8793
Astya_Xin_07,Astyanax_bimaculatus,Xingu,Xingu,fast,138.47426901452903,8,0.6021,0.1511
Astya_Xin_07,Astyanax_bimaculatus,Xingu,Xingu,fast,99.70044098338947,9,0.8036,0.6266
Astya_Xin_07,Astyanax_bimaculatus,Xingu,Xingu,fast,105.46297138445921,10,0.8022,0.4192
Astya_Xin_07,Astyanax_bimaculatus,Xingu,Xingu,fast,138.90744247375738,11,1.0699,0.8427
Astya_Xin_07,Astyanax_bimaculatus,Xingu,Xingu,fast,133.6524357938693,12,1.0744,0.1351
Astya_Xin_08,Astyanax_bimaculatus,Xingu,Xingu,fast,123.59008607302718,1,-0.002,0.5953
Astya_Xin_08,Astyanax_bimaculatus,Xingu,Xingu,fast,100.46596505057883,2,0.0877,0.4327
Astya_Xin_08,Astyanax_bimaculatus,Xingu,Xingu,fast,135.22569674504768,3,0.1411,0.6362
Astya_Xin_08,Astyanax_bimaculatus,Xingu,Xingu,fast,103.9623137932947,4,0.1864,0.6281
Astya_Xin_08,Astyanax_bimaculatus,Xingu,Xingu,fast,98.81580827926936,5,0.2866,0.8017
Astya_Xin_08,Astyanax_bimaculatus,Xingu,Xingu,fast,119.92273941116552,6,0.2784,0.2943
Astya_Xin_08,Astyanax_bimaculatus,Xingu,Xingu,fast,129.36445061722893,7,0.4811,0.8964
Astya_Xin_08,Astyanax_bimaculatus,Xingu,Xingu,fast,107.69540947760586,8,0.566,0.1515
Astya_Xin_08,Astyanax_bimaculatus,Xingu,Xingu,fast,132.57129446784188,9,0.7641,0.6191
Astya_Xin_08,Astyanax_bimaculatus,Xingu,Xingu,fast,136.4856300152962,10,0.7789,0.4305
Astya_Xin_08,Astyanax_bimaculatus,Xingu,Xingu,fast,140.21878935119884,11,0.9963,0.8397
Astya_Xin_08,Astyanax_bimaculatus,Xingu,Xingu,fast,144.46335475207727,12,1.0077,0.1728
Astya_Xin_09,Astyanax_bimaculatus,Xingu,Xingu,fast,124.00441184903028,1,-0.0027,0.6021
Astya_Xin_09,Astyanax_bimaculatus,Xingu,Xingu,fast,95.30929947841159,2,0.1057,0.4764
Astya_Xin_09,Astyanax_bimaculatus,Xingu,Xingu,fast,94.1749041431342,3,0.1244,0.6235
Astya_Xin_09,Astyanax_bimaculatus,Xingu,Xingu,fast,108.95322409212093,4,0.2363,0.6188
Astya_Xin_09,Astyanax_bimaculatus,Xingu,Xingu,fast,138.2715618217839,5,0.3397,0.7578
Astya_Xin_09,Astyanax_bimaculatus,Xingu,Xingu,fast,107.66991209216141,6,0.3584,0.292
Astya_Xin_09,Astyanax_bimaculatus,Xingu,Xingu,fast,129.46518172158773,7,0.5675,0.8822
Astya_Xin_09,Astyanax_bimaculatus,Xingu,Xingu,fast,133.59486993819286,8,0.6685,0.156
Astya_Xin_09,Astyanax_bimaculatus,Xingu,Xingu,fast,143.40591092107448,9,0.8889,0.6032
Astya_Xin_09,Astyanax_bimaculatus,Xingu,Xingu,fast,121.43030200824029,10,0.8861,0.4116
Astya_Xin_09,Astyanax_bimaculatus,Xingu,Xingu,fast,104.08168256398847,11,1.1756,0.8206
Astya_Xin_09,Astyanax_bimaculatus,Xingu,Xingu,fast,103.34148581517701,12,1.1883,0.1558
Astya_Xin_10,Astyanax_bimaculatus,Xingu,Xingu,fast,97.02178543494504,1,0.0128,0.6011
Astya_Xin_10,Astyanax_bimaculatus,Xingu,Xingu,fast,123.24539014641857,2,0.1051,0.4613
Astya_Xin_10,Astyanax_bimaculatus,Xingu,Xingu,fast,117.85022463191237,3,0.1293,0.6342
Astya_Xin_10,Astyanax_bimaculatus,Xingu,Xingu,fast,118.92533188713807,4,0.2045,0.6431
Astya_Xin_10,Astyanax_bimaculatus,Xingu,Xingu,fast,129.17702346404116,5,0.2954,0.8145
Astya_Xin_10,Astyanax_bimaculatus,Xingu,Xingu,fast,109.18737427445606,6,0.3006,0.2633
Astya_Xin_10,Astyanax_bimaculatus,Xingu,Xingu,fast,95.0871810064699,7,0.4822,0.8685
Astya_Xin_10,Astyanax_bimaculatus,Xingu,Xingu,fast,106.57799796257392,8,0.5832,0.1507
Astya_Xin_10,Astyanax_bimaculatus,Xingu,Xingu,fast,140.9590715681095,9,0.7734,0.5987
Astya_Xin_10,Astyanax_bimaculatus,Xingu,Xingu,fast,138.52446853140378,10,0.7737,0.4127
Astya_Xin_10,Astyanax_bimaculatus,Xingu,Xingu,fast,133.53646248990847,11,1.0209,0.8337
Astya_Xin_10,Astyanax_bimaculatus,Xingu,Xingu,fast,108.44321265258114,12,1.0456,0.1539
Astya_Xin_11,Astyanax_bimaculatus,Xingu,Xingu,fast,102.77638943112551,1,0.0031,0.6022
Astya_Xin_11,Astyanax_bimaculatus,Xingu,Xingu,fast,135.0039085287992,2,0.103,0.4608
Astya_Xin_11,Astyanax_bimaculatus,Xingu,Xingu,fast,100.69364183730215,3,0.1127,0.6145
Astya_Xin_11,Astyanax_bimaculatus,Xingu,Xingu,fast,123.97761381614232,4,0.1946,0.6261
Astya_Xin_11,Astyanax_bimaculatus,Xingu,Xingu,fast,113.178300659685,5,0.3076,0.7922
Astya_Xin_11,Astyanax_bimaculatus,Xingu,Xingu,fast,117.84403151872453,6,0.3051,0.2865
Astya_Xin_11,Astyanax_bimaculatus,Xingu,Xingu,fast,100.9819908086919,7,0.4765,0.8707
Astya_Xin_11,Astyanax_bimaculatus,Xingu,Xingu,fast,109.73997883957477,8,0.5881,0.1822
Astya_Xin_11,Astyanax_bimaculatus,Xingu,Xingu,fast,117.1815000223623,9,0.7655,0.6079
Astya_Xin_11,Astyanax_bimaculatus,Xingu,Xingu,fast,95.59006659307316,10,0.7827,0.4006
Astya_Xin_11,Astyanax_bimaculatus,Xingu,Xingu,fast,97.77410330277007,11,1.006,0.8424
Astya_Xin_11,Astyanax_bimaculatus,Xingu,Xingu,fast,96.49988840005338,12,1.0354,0.1679
Astya_Xin_12,Astyanax_bimaculatus,Xingu,Xingu,fast,105.0623429932979,1,0.0027,0.5658
Astya_Xin_12,Astyanax_bimaculatus,Xingu,Xingu,fast,96.60661926943217,2,0.0872,0.443
Astya_Xin_12,Astyanax_bimaculatus,Xingu,Xingu,fast,100.0015553955472,3,0.1366,0.6257
Astya_Xin_12,Astyanax_bimaculatus,Xingu,Xingu,fast,108.7698112971659,4,0.1696,0.648
Astya_Xin_12,Astyanax_bimaculatus,Xingu,Xingu,fast,118.94444161569243,5,0.318,0.7848
Astya_Xin_12,Astyanax_bimaculatus,Xingu,Xingu,fast,118.719954069399,6,0.2937,0.3057
Astya_Xin_12,Astyanax_bimaculatus,Xingu,Xingu,fast,100.65327526032246,7,0.4978,0.8768
Astya_Xin_12,Astyanax_bimaculatus,Xingu,Xingu,fast,121.14089661993708,8,0.5981,0.163
Astya_Xin_12,Astyanax_bimaculatus,Xingu,Xingu,fast,136.727606336264,9,0.7935,0.6046
Astya_Xin_12,Astyanax_bimaculatus,Xingu,Xingu,fast,122.66099733732588,10,0.7924,0.4052
Astya_Xin_12,Astyanax_bimaculatus,Xingu,Xingu,fast,108.88132760978388,11,1.0553,0.8734
Astya_Xin_12,Astyanax_bimaculatus,Xingu,Xingu,fast,134.7519238247854,12,1.0686,0.1599
Astya_Toc_01,Astyanax_bimaculatus,Tocantins,Tocantins,slow,135.21671686279507,1,-0.0026,0.5879
Astya_Toc_01,Astyanax_bimaculatus,Tocantins,Tocantins,slow,106.74992839959528,2,0.0943,0.4634
Astya_Toc_01,Astyanax_bimaculatus,Tocantins,Tocantins,slow,120.38537043848913,3,0.1499,0.627
Astya_Toc_01,Astyanax_bimaculatus,Tocantins,Tocantins,slow,102.32888503925173,4,0.2003,0.6319
Astya_Toc_01,Astyanax_bimaculatus,Tocantins,Tocantins,slow,109.94291789200444,5,0.2963,0.7971
Astya_Toc_01,Astyanax_bimaculatus,Tocantins,Tocantins,slow,96.91779693788524,6,0.3015,0.2882
Astya_Toc_01,Astyanax_bimaculatus,Tocantins,Tocantins,slow,102.72695748550348,7,0.4574,0.8879
Astya_Toc_01,Astyanax_bimaculatus,Tocantins,Tocantins,slow,122.59332153228088,8,0.5385,0.1629
Astya_Toc_01,Astyanax_bimaculatus,Tocantins,Tocantins,slow,98.79761647345003,9,0.7667,0.6123
Astya_Toc_01,Astyanax_bimaculatus,Tocantins,Tocantins,slow,132.59511236548897,10,0.7466,0.4289
Astya_Toc_01,Astyanax_bimaculatus,Tocantins,Tocantins,slow,131.18458187956102,11,1.0139,0.7845
Astya_Toc_01,Astyanax_bimaculatus,Tocantins,Tocantins,slow,99.78127236184724,12,0.9903,0.2198
Astya_Toc_02,Astyanax_bimaculatus,Tocantins,Tocantins,slow,136.76542124489154,1,0.0143,0.6002
Astya_Toc_02,Astyanax_bimaculatus,Tocantins,Tocantins,slow,99.51559902855116,2,0.0879,0.4527
Astya_Toc_02,Astyanax_bimaculatus,Tocantins,Tocantins,slow,100.35438748573426,3,0.1161,0.6253
Astya_Toc_02,Astyanax_bimaculatus,Tocantins,Tocantins,slow,98.994383403561,4,0.2098,0.6422
Astya_Toc_02,Astyanax_bimaculatus,Tocantins,Tocantins,slow,121.90222526189679,5,0.2974,0.7868
Astya_Toc_02,Astyanax_bimaculatus,Tocantins,Tocantins,slow,133.02324932155872,6,0.3122,0.2816
Astya_Toc_02,Astyanax_bimaculatus,Tocantins,Tocantins,slow,93.7526579170983,7,0.4895,0.8926
Astya_Toc_02,Astyanax_bimaculatus,Tocantins,Tocantins,slow,118.78827559043461,8,0.5716,0.1592
Astya_Toc_02,Astyanax_bimaculatus,Tocantins,Tocantins,slow,143.15383875374567,9,0.7627,0.624
Astya_Toc_02,Astyanax_bimaculatus,Tocantins,Tocantins,slow,136.09913656883936,10,0.7867,0.43
Astya_Toc_02,Astyanax_bimaculatus,Tocantins,Tocantins,slow,118.49247947987878,11,1.0382,0.7793
Astya_Toc_02,Astyanax_bimaculatus,Tocantins,Tocantins,slow,126.99877997907569,12,1.047,0.2113
Astya_Toc_03,Astyanax_bimaculatus,Tocantins,Tocantins,slow,110.16064995838818,1,0.0,0.5752
Astya_Toc_03,Astyanax_bimaculatus,Tocantins,Tocantins,slow,141.6786818053372,2,0.0993,0.4435
Astya_Toc_03,Astyanax_bimaculatus,Tocantins,Tocantins,slow,139.2566320300463,3,0.1235,0.6257
Astya_Toc_03,Astyanax_bimaculatus,Tocantins,Tocantins,slow,120.49139347199146,4,0.2245,0.6247
Astya_Toc_03,Astyanax_bimaculatus,Tocantins,Tocantins,slow,120.53486488216959,5,0.3157,0.8186
Astya_Toc_03,Astyanax_bimaculatus,Tocantins,Tocantins,slow,110.85202364275852,6,0.3146,0.2741
Astya_Toc_03,Astyanax_bimaculatus,Tocantins,Tocantins,slow,113.80476551281114,7,0.4672,0.8528
Astya_Toc_03,Astyanax_bimaculatus,Tocantins,Tocantins,slow,101.18430861726412,8,0.5582,0.1541
Astya_Toc_03,Astyanax_bimaculatus,Tocantins,Tocantins,slow,106.21053330457596,9,0.7717,0.6198
Astya_Toc_03,Astyanax_bimaculatus,Tocantins,Tocantins,slow,123.95067900767215,10,0.757,0.4302
Astya_Toc_03,Astyanax_bimaculatus,Tocantins,Tocantins,slow,115.0016541204178,11,1.0117,0.7671
Astya_Toc_03,Astyanax_bimaculatus,Tocantins,Tocantins,slow,136.40651139199383,12,0.9967,0.2159
Astya_Toc_04,Astyanax_bimaculatus,Tocantins,Tocantins,slow,127.49902998904496,1,0.0146,0.594
Astya_Toc_04,Astyanax_bimaculatus,Tocantins,Tocantins,slow,123.42663351585031,2,0.1304,0.47
Astya_Toc_04,Astyanax_bimaculatus,Tocantins,Tocantins,slow,117.06813531632919,3,0.161,0.6327
Astya_Toc_04,Astyanax_bimaculatus,Tocantins,Tocantins,slow,130.8241936610347,4,0.2193,0.6298
Astya_Toc_04,Astyanax_bimaculatus,Tocantins,Tocantins,slow,129.01463184253032,5,0.3492,0.7858
Astya_Toc_04,Astyanax_bimaculatus,Tocantins,Tocantins,slow,97.28046416804098,6,0.3368,0.2935
Astya_Toc_04,Astyanax_bimaculatus,Tocantins,Tocantins,slow,96.68644784436606,7,0.5132,0.8908
Astya_Toc_04,Astyanax_bimaculatus,Tocantins,Tocantins,slow,115.95027657800331,8,0.6321,0.1454
Astya_Toc_04,Astyanax_bimaculatus,Tocantins,Tocantins,slow,130.20332426334917,9,0.8474,0.6281
Astya_Toc_04,Astyanax_bimaculatus,Tocantins,Tocantins,slow,109.63366649123878,10,0.8572,0.4173
Astya_Toc_04,Astyanax_bimaculatus,Tocantins,Tocantins,slow,126.58093822041502,11,1.134,0.7803
Astya_Toc_04,Astyanax_bimaculatus,Tocantins,Tocantins,slow,110.10698744410195,12,1.1337,0.2351
Astya_Toc_05,Astyanax_bimaculatus,Tocantins,Tocantins,slow,143.82700006050928,1,0.0125,0.6178
Astya_Toc_05,Astyanax_bimaculatus,Tocantins,Tocantins,slow,124.2859735814074,2,0.1265,0.4615
Astya_Toc_05,Astyanax_bimaculatus,Tocantins,Tocantins,slow,107.06191489591606,3,0.1576,0.634
Astya_Toc_05,Astyanax_bimaculatus,Tocantins,Tocantins,slow,100.73570194736823,4,0.1874,0.6411
Astya_Toc_05,Astyanax_bimaculatus,Tocantins,Tocantins,slow,120.71946745026524,5,0.3177,0.8018
Astya_Toc_05,Astyanax_bimaculatus,Tocantins,Tocantins,slow,120.40669089476246,6,0.3605,0.2995
Astya_Toc_05,Astyanax_bimaculatus,Tocantins,Tocantins,slow,103.48672832029553,7,0.5095,0.8713
Astya_Toc_05,Astyanax_bimaculatus,Tocantins,Tocantins,slow,130.80050765582146,8,0.6088,0.1548
Astya_Toc_05,Astyanax_bimaculatus,Tocantins,Tocantins,slow,114.33617707986507,9,0.8421,0.6024
Astya_Toc_05,Astyanax_bimaculatus,Tocantins,Tocantins,slow,140.9159316247463,10,0.852,0.4179
Astya_Toc_05,Astyanax_bimaculatus,Tocantins,Tocantins,slow,136.64648525385562,11,1.124,0.7697
Astya_Toc_05,Astyanax_bimaculatus,Tocantins,Tocantins,slow,126.21068964164488,12,1.1295,0.2506
Astya_Toc_06,Astyanax_bimaculatus,Tocantins,Tocantins,slow,130.72173434787382,1,-0.031,0.5973
Astya_Toc_06,Astyanax_bimaculatus,Tocantins,Tocantins,slow,103.96761425942842,2,0.1414,0.4483
Astya_Toc_06,Astyanax_bimaculatus,Tocantins,Tocantins,slow,99.38305196187514,3,0.1473,0.6413
Astya_Toc_06,Astyanax_bimaculatus,Tocantins,Tocantins,slow,141.88111264005713,4,0.2103,0.6352
Astya_Toc_06,Astyanax_bimaculatus,Tocantins,Tocantins,slow,128.27083961128795,5,0.3538,0.795
Astya_Toc_06,Astyanax_bimaculatus,Tocantins,Tocantins,slow,106.56108675130116,6,0.3527,0.2857
Astya_Toc_06,Astyanax_bimaculatus,Tocantins,Tocantins,slow,96.63384252260691,7,0.5256,0.8733
Astya_Toc_06,Astyanax_bimaculatus,Tocantins,Tocantins,slow,139.54154709969083,8,0.6398,0.1515
Astya_Toc_06,Astyanax_bimaculatus,Tocantins,Tocantins,slow,123.46359222321294,9,0.8642,0.653
Astya_Toc_06,Astyanax_bimaculatus,Tocantins,Tocantins,slow,117.21313002758637,10,0.8573,0.434
Astya_Toc_06,Astyanax_bimaculatus,Tocantins,Tocantins,slow,108.5247080165319,11,1.1512,0.7727
Astya_Toc_06,Astyanax_bimaculatus,Tocantins,Tocantins,slow,117.45735950519463,12,1.1428,0.2548
Astya_Toc_07,Astyanax_bimaculatus,Tocantins,Tocantins,slow,95.95127372343534,1,-0.0107,0.6061
Astya_Toc_07,Astyanax_bimaculatus,Tocantins,Tocantins,slow,126.68331596076833,2,0.1044,0.4618
Astya_Toc_07,Astyanax_bimaculatus,Tocantins,Tocantins,slow,96.1431515869257,3,0.1321,0.6274
Astya_Toc_07,Astyanax_bimaculatus,Tocantins,Tocantins,slow,96.4496893152461,4,0.1977,0.6502
Astya_Toc_07,Astyanax_bimaculatus,Tocantins,Tocantins,slow,95.9495655028565,5,0.2923,0.793
Astya_Toc_07,Astyanax_bimaculatus,Tocantins,Tocantins,slow,130.05171703758504,6,0.2831,0.2863
Astya_Toc_07,Astyanax_bimaculatus,Tocantins,Tocantins,slow,130.16125724787744,7,0.4438,0.8623
Astya_Toc_07,Astyanax_bimaculatus,Tocantins,Tocantins,slow,127.66822511188428,8,0.5414,0.161
Astya_Toc_07,Astyanax_bimaculatus,Tocantins,Tocantins,slow,142.10144812355495,9,0.7329,0.6216
Astya_Toc_07,Astyanax_bimaculatus,Tocantins,Tocantins,slow,114.73509917641616,10,0.7618,0.4226
Astya_Toc_07,Astyanax_bimaculatus,Tocantins,Tocantins,slow,109.87024044982257,11,0.9815,0.7742
Astya_Toc_07,Astyanax_bimaculatus,Tocantins,Tocantins,slow,131.9904668226091,12,0.9977,0.2514
Astya_Toc_08,Astyanax_bimaculatus,Tocantins,Tocantins,slow,102.17374592745838,1,-0.0248,0.5868
Astya_Toc_08,Astyanax_bimaculatus,Tocantins,Tocantins,slow,126.63464009463513,2,0.0917,0.4379
Astya_Toc_08,Astyanax_bimaculatus,Tocantins,Tocantins,slow,94.48351715776107,3,0.1372,0.6382
Astya_Toc_08,Astyanax_bimaculatus,Tocantins,Tocantins,slow,116.74570917438888,4,0.2296,0.6185
Astya_Toc_08,Astyanax_bimaculatus,Tocantins,Tocantins,slow,108.40794742725205,5,0.3281,0.8017
Astya_Toc_08,Astyanax_bimaculatus,Tocantins,Tocantins,slow,112.83614379729805,6,0.3178,0.2888
Astya_Toc_08,Astyanax_bimaculatus,Tocantins,Tocantins,slow,121.27314405960732,7,0.4908,0.8781
Astya_Toc_08,Astyanax_bimaculatus,Tocantins,Tocantins,slow,102.4918167495772,8,0.5701,0.1467
Astya_Toc_08,Astyanax_bimaculatus,Tocantins,Tocantins,slow,95.15734299849558,9,0.8065,0.6193
Astya_Toc_08,Astyanax_bimaculatus,Tocantins,Tocantins,slow,132.8591568649061,10,0.8201,0.4057
Astya_Toc_08,Astyanax_bimaculatus,Tocantins,Tocantins,slow,98.4661509296748,11,1.0685,0.7546
Astya_Toc_08,Astyanax_bimaculatus,Tocantins,Tocantins,slow,132.79696252169035,12,1.1084,0.2326
Astya_Toc_09,Astyanax_bimaculatus,Tocantins,Tocantins,slow,124.564935851033,1,0.002,0.5739
Astya_Toc_09,Astyanax_bimaculatus,Tocantins,Tocantins,slow,134.25373644862563,2,0.1267,0.4729
Astya_Toc_09,Astyanax_bimaculatus,Tocantins,Tocantins,slow,119.87654573838255,3,0.1351,0.6168
Astya_Toc_09,Astyanax_bimaculatus,Tocantins,Tocantins,slow,106.07354921237749,4,0.2319,0.6238
Astya_Toc_09,Astyanax_bimaculatus,Tocantins,Tocantins,slow,95.36991380953167,5,0.3131,0.8007
Astya_Toc_09,Astyanax_bimaculatus,Tocantins,Tocantins,slow,135.34522772762628,6,0.312,0.3029
Astya_Toc_09,Astyanax_bimaculatus,Tocantins,Tocantins,slow,136.3673235974471,7,0.4959,0.8486
Astya_Toc_09,Astyanax_bimaculatus,Tocantins,Tocantins,slow,94.45675448645619,8,0.5896,0.1773
Astya_Toc_09,Astyanax_bimaculatus,Tocantins,Tocantins,slow,135.40861122921936,9,0.8152,0.6098
Astya_Toc_09,Astyanax_bimaculatus,Tocantins,Tocantins,slow,131.61525089462296,10,0.8096,0.4221
Astya_Toc_09,Astyanax_bimaculatus,Tocantins,Tocantins,slow,97.54565470527095,11,1.0918,0.7662
Astya_Toc_09,Astyanax_bimaculatus,Tocantins,Tocantins,slow,134.22827150192495,12,1.0709,0.2281
Astya_Toc_10,Astyanax_bimaculatus,Tocantins,Tocantins,slow,107.35451539760834,1,0.0071,0.5954
Astya_Toc_10,Astyanax_bimaculatus,Tocantins,Tocantins,slow,115.54392077883693,2,0.0971,0.4568
Astya_Toc_10,Astyanax_bimaculatus,Tocantins,Tocantins,slow,114.35777157870919,3,0.1333,0.6144
Astya_Toc_10,Astyanax_bimaculatus,Tocantins,Tocantins,slow,135.1660116784051,4,0.2519,0.6418
Astya_Toc_10,Astyanax_bimaculatus,Tocantins,Tocantins,slow,102.987110042541,5,0.3225,0.8144
Astya_Toc_10,Astyanax_bimaculatus,Tocantins,Tocantins,slow,126.04774277508015,6,0.3327,0.283
Astya_Toc_10,Astyanax_bimaculatus,Tocantins,Tocantins,slow,93.7879409294574,7,0.5021,0.8706
Astya_Toc_10,Astyanax_bimaculatus,Tocantins,Tocantins,slow,105.79113831168331,8,0.6442,0.1643
Astya_Toc_10,Astyanax_bimaculatus,Tocantins,Tocantins,slow,121.15437559597814,9,0.8761,0.6087
Astya_Toc_10,Astyanax_bimaculatus,Tocantins,Tocantins,slow,141.3881768801345,10,0.8359,0.4302
Astya_Toc_10,Astyanax_bimaculatus,Tocantins,Tocantins,slow,120.65297787749691,11,1.1289,0.7774
Astya_Toc_10,Astyanax_bimaculatus,Tocantins,Tocantins,slow,132.73530565721134,12,1.1244,0.2404
Astya_Toc_11,Astyanax_bimaculatus,Tocantins,Tocantins,slow,94.84761836544297,1,0.0134,0.6029
Astya_Toc_11,Astyanax_bimaculatus,Tocantins,Tocantins,slow,114.00613009753806,2,0.1152,0.4512
Astya_Toc_11,Astyanax_bimaculatus,Tocantins,Tocantins,slow,111.31697420408977,3,0.1287,0.627
Astya_Toc_11,Astyanax_bimaculatus,Tocantins,Tocantins,slow,110.62138276283264,4,0.2054,0.6129
Astya_Toc_11,Astyanax_bimaculatus,Tocantins,Tocantins,slow,114.14123387950258,5,0.3242,0.8039
Astya_Toc_11,Astyanax_bimaculatus,Tocantins,Tocantins,slow,131.40524589704978,6,0.3108,0.295
Astya_Toc_11,Astyanax_bimaculatus,Tocantins,Tocantins,slow,141.44985499535318,7,0.4683,0.8786
Astya_Toc_11,Astyanax_bimaculatus,Tocantins,Tocantins,slow,107.72157205723016,8,0.5898,0.1424
Astya_Toc_11,Astyanax_bimaculatus,Tocantins,Tocantins,slow,119.22740309649747,9,0.7894,0.6142
Astya_Toc_11,Astyanax_bimaculatus,Tocantins,Tocantins,slow,126.23009877216303,10,0.7876,0.4215
Astya_Toc_11,Astyanax_bimaculatus,Tocantins,Tocantins,slow,93.5073390709814,11,1.0579,0.7872
Astya_Toc_11,Astyanax_bimaculatus,Tocantins,Tocantins,slow,112.80715533468849,12,1.0512,0.2116
Astya_Toc_12,Astyanax_bimaculatus,Tocantins,Tocantins,slow,123.38172317897794,1,0.011,0.6092
Astya_Toc_12,Astyanax_bimaculatus,Tocantins,Tocantins,slow,129.09524328325273,2,0.1028,0.469
Astya_Toc_12,Astyanax_bimaculatus,Tocantins,Tocantins,slow,128.95953999169367,3,0.1095,0.6246
Astya_Toc_12,Astyanax_bimaculatus,Tocantins,Tocantins,slow,98.24127954958941,4,0.2076,0.6376
Astya_Toc_12,Astyanax_bimaculatus,Tocantins,Tocantins,slow,142.36903842330412,5,0.2816,0.7933
Astya_Toc_12,Astyanax_bimaculatus,Tocantins,Tocantins,slow,100.07783846438072,6,0.3085,0.2957
Astya_Toc_12,Astyanax_bimaculatus,Tocantins,Tocantins,slow,103.66740428195021,7,0.439,0.8678
Astya_Toc_12,Astyanax_bimaculatus,Tocantins,Tocantins,slow,96.06880264776865,8,0.5521,0.1593
Astya_Toc_12,Astyanax_bimaculatus,Tocantins,Tocantins,slow,102.89127495433974,9,0.7453,0.6235
Astya_Toc_12,Astyanax_bimaculatus,Tocantins,Tocantins,slow,112.2031174288928,10,0.7528,0.4076
Astya_Toc_12,Astyanax_bimaculatus,Tocantins,Tocantins,slow,97.1763697286438,11,0.9898,0.7759
Astya_Toc_12,Astyanax_bimaculatus,Tocantins,Tocantins,slow,99.68647070659807,12,0.9934,0.2389
Astya_Neg_01,Astyanax_bimaculatus,Negro,Negro,slow,122.915734763995,1,-0.0177,0.6133
Astya_Neg_01,Astyanax_bimaculatus,Negro,Negro,slow,108.53949137950165,2,0.1063,0.4614
Astya_Neg_01,Astyanax_bimaculatus,Negro,Negro,slow,104.3056114856796,3,0.1203,0.6301
Astya_Neg_01,Astyanax_bimaculatus,Negro,Negro,slow,131.5650501763599,4,0.2073,0.6147
Astya_Neg_01,Astyanax_bimaculatus,Negro,Negro,slow,107.61107664675372,5,0.2879,0.8031
Astya_Neg_01,Astyanax_bimaculatus,Negro,Negro,slow,130.39584455872696,6,0.2717,0.2515
Astya_Neg_01,Astyanax_bimaculatus,Negro,Negro,slow,110.07495033412239,7,0.4546,0.8752
Astya_Neg_01,Astyanax_bimaculatus,Negro,Negro,slow,143.441753325852,8,0.5354,0.1544
Astya_Neg_01,Astyanax_bimaculatus,Negro,Negro,slow,98.23664762902105,9,0.7486,0.6353
Astya_Neg_01,Astyanax_bimaculatus,Negro,Negro,slow,129.29006429791212,10,0.7417,0.399
Astya_Neg_01,Astyanax_bimaculatus,Negro,Negro,slow,142.91422137587523,11,0.9942,0.7787
Astya_Neg_01,Astyanax_bimaculatus,Negro,Negro,slow,122.4887419228462,12,0.9782,0.2466
Astya_Neg_02,Astyanax_bimaculatus,Negro,Negro,slow,111.461310297441,1,-0.0079,0.6103
Astya_Neg_02,Astyanax_bimaculatus,Negro,Negro,slow,126.26833057965334,2,0.1131,0.4495
Astya_Neg_02,Astyanax_bimaculatus,Negro,Negro,slow,132.32049845386615,3,0.1174,0.6469
