ObsDataID,AccSpeciesID,AccSpeciesName,TraitID,TraitName,StdValue,UnitName,Reference
429,54696,Arctostaphylos uva ursi,6,Leaf water content per leaf fresh mass (LSWC): leaf water content,3.7273,g g-1,LEFE Toulouse field campaign 2022
430,54696,Arctostaphylos uva ursi,6,Leaf water content per leaf fresh mass (LSWC): leaf water content,3.5357,g g-1,TRY contributor: Kattge et al. 2020
431,54696,Arctostaphylos uva ursi,26,Seed dry mass,0.7297,mg,TRY contributor: Kattge et al. 2020
432,54696,Arctostaphylos uva ursi,26,Seed dry mass,0.7683,mg,TRY contributor: Kattge et al. 2020
433,54696,Arctostaphylos uva ursi,26,Seed dry mass,0.7092,mg,GLORIA network 2019
434,53527,Crocus albiflorus,3117,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",18.543,mm2 mg-1,TRY contributor: Kattge et al. 2020
435,53527,Crocus albiflorus,3117,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",20.439,mm2 mg-1,LEFE Toulouse field campaign 2022
436,53527,Crocus albiflorus,3117,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",18.6598,mm2 mg-1,TRY contributor: Kattge et al. 2020
437,53527,Crocus albiflorus,3117,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",19.5342,mm2 mg-1,LEFE Toulouse field campaign 2022
438,53527,Crocus albiflorus,47,"Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",141.1822,mg g-1,LEFE Toulouse field campaign 2022
439,53527,Crocus albiflorus,47,"Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",154.5714,mg g-1,LEFE Toulouse field campaign 2022
440,53527,Crocus albiflorus,47,"Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",151.0096,mg g-1,TRY contributor: Kattge et al. 2020
441,53527,Crocus albiflorus,47,"Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",138.3146,mg g-1,Alpine trait survey CNRS 2021
442,53527,Crocus albiflorus,14,Leaf nitrogen (N) content per leaf dry mass,,mg g-1,GLORIA network 2019
443,53527,Crocus albiflorus,14,Leaf nitrogen (N) content per leaf dry mass,30.6781,mg g-1,LEFE Toulouse field campaign 2022
444,53527,Crocus albiflorus,14,Leaf nitrogen (N) content per leaf dry mass,27.9579,mg g-1,Alpine trait survey CNRS 2021
445,53527,Crocus albiflorus,3106,Plant height vegetative,11.3005,cm,Alpine trait survey CNRS 2021
446,53527,Crocus albiflorus,3106,Plant height vegetative,11.2214,cm,GLORIA network 2019
447,53527,Crocus albiflorus,6,Leaf water content per leaf fresh mass (LSWC): leaf water content,,g g-1,GLORIA network 2019
448,53527,Crocus albiflorus,6,Leaf water content per leaf fresh mass (LSWC): leaf water content,5.8711,g g-1,TRY contributor: Kattge et al. 2020
449,53527,Crocus albiflorus,6,Leaf water content per leaf fresh mass (LSWC): leaf water content,6.282,g g-1,LEFE Toulouse field campaign 2022
450,53527,Crocus albiflorus,26,Seed dry mass,1.4504,mg,GLORIA network 2019
451,53527,Crocus albiflorus,26,Seed dry mass,1.4195,mg,LEFE Toulouse field campaign 2022
452,53527,Crocus albiflorus,26,Seed dry mass,1.532,mg,LEFE Toulouse field campaign 2022
453,53527,Crocus albiflorus,26,Seed dry mass,1.527,mg,LEFE Toulouse field campaign 2022
454,66958,Narcissus poeticus,3117,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",15.5191,mm2 mg-1,LEFE Toulouse field campaign 2022
455,66958,Narcissus poeticus,3117,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",15.1804,mm2 mg-1,LEFE Toulouse field campaign 2022
456,66958,Narcissus poeticus,3117,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",14.571,mm2 mg-1,TRY contributor: Kattge et al. 2020
457,66958,Narcissus poeticus,3117,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",14.2181,mm2 mg-1,TRY contributor: Kattge et al. 2020
458,66958,Narcissus poeticus,47,"Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",221.6184,mg g-1,Alpine trait survey CNRS 2021
459,66958,Narcissus poeticus,47,"Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",205.1011,mg g-1,LEFE Toulouse field campaign 2022
460,66958,Narcissus poeticus,14,Leaf nitrogen (N) content per leaf dry mass,28.0161,mg g-1,LEFE Toulouse field campaign 2022
461,66958,Narcissus poeticus,14,Leaf nitrogen (N) content per leaf dry mass,29.5345,mg g-1,TRY contributor: Kattge et al. 2020
462,66958,Narcissus poeticus,14,Leaf nitrogen (N) content per leaf dry mass,27.2976,mg g-1,Alpine trait survey CNRS 2021
463,66958,Narcissus poeticus,3106,Plant height vegetative,12.9066,cm,GLORIA network 2019
464,66958,Narcissus poeticus,3106,Plant height vegetative,12.1564,cm,GLORIA network 2019
465,66958,Narcissus poeticus,3106,Plant height vegetative,11.4207,cm,GLORIA network 2019
466,66958,Narcissus poeticus,6,Leaf water content per leaf fresh mass (LSWC): leaf water content,3.8781,g g-1,LEFE Toulouse field campaign 2022
467,66958,Narcissus poeticus,6,Leaf water content per leaf fresh mass (LSWC): leaf water content,3.8024,g g-1,Alpine trait survey CNRS 2021
468,66958,Narcissus poeticus,6,Leaf water content per leaf fresh mass (LSWC): leaf water content,,g g-1,Alpine trait survey CNRS 2021
469,66958,Narcissus poeticus,26,Seed dry mass,2.1061,mg,TRY contributor: Kattge et al. 2020
470,66958,Narcissus poeticus,26,Seed dry mass,,mg,Alpine trait survey CNRS 2021
471,66958,Narcissus poeticus,26,Seed dry mass,2.0108,mg,TRY contributor: Kattge et al. 2020
472,83891,Lilium martagon,3117,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",14.4686,mm2 mg-1,LEFE Toulouse field campaign 2022
473,83891,Lilium martagon,3117,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",17.7078,mm2 mg-1,Alpine trait survey CNRS 2021
474,83891,Lilium martagon,3117,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",16.1676,mm2 mg-1,Alpine trait survey CNRS 2021
475,83891,Lilium martagon,47,"Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",216.0714,mg g-1,TRY contributor: Kattge et al. 2020
476,83891,Lilium martagon,47,"Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",217.2676,mg g-1,TRY contributor: Kattge et al. 2020
477,83891,Lilium martagon,14,Leaf nitrogen (N) content per leaf dry mass,32.2488,mg g-1,GLORIA network 2019
478,83891,Lilium martagon,14,Leaf nitrogen (N) content per leaf dry mass,,mg g-1,LEFE Toulouse field campaign 2022
479,83891,Lilium martagon,3106,Plant height vegetative,11.4111,cm,TRY contributor: Kattge et al. 2020
480,83891,Lilium martagon,3106,Plant height vegetative,10.2952,cm,LEFE Toulouse field campaign 2022
481,83891,Lilium martagon,3106,Plant height vegetative,11.4116,cm,Alpine trait survey CNRS 2021
482,83891,Lilium martagon,6,Leaf water content per leaf fresh mass (LSWC): leaf water content,5.2201,g g-1,GLORIA network 2019
483,83891,Lilium martagon,6,Leaf water content per leaf fresh mass (LSWC): leaf water content,5.1807,g g-1,TRY contributor: Kattge et al. 2020
484,83891,Lilium martagon,26,Seed dry mass,,mg,Alpine trait survey CNRS 2021
485,83891,Lilium martagon,26,Seed dry mass,2.1663,mg,TRY contributor: Kattge et al. 2020
486,83891,Lilium martagon,26,Seed dry mass,2.3789,mg,Alpine trait survey CNRS 2021
487,83891,Lilium martagon,26,Seed dry mass,2.0756,mg,GLORIA network 2019
488,61545,Gentiana nivalis,3117,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",24.2785,mm2 mg-1,TRY contributor: Kattge et al. 2020
489,61545,Gentiana nivalis,3117,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",22.0889,mm2 mg-1,Alpine trait survey CNRS 2021
490,61545,Gentiana nivalis,3117,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",21.7589,mm2 mg-1,Alpine trait survey CNRS 2021
491,61545,Gentiana nivalis,3117,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",20.7891,mm2 mg-1,Alpine trait survey CNRS 2021
492,61545,Gentiana nivalis,47,"Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",235.5045,mg g-1,Alpine trait survey CNRS 2021
493,61545,Gentiana nivalis,47,"Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",,mg g-1,LEFE Toulouse field campaign 2022
494,61545,Gentiana nivalis,47,"Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",240.1258,mg g-1,GLORIA network 2019
495,61545,Gentiana nivalis,47,"Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",230.8845,mg g-1,GLORIA network 2019
496,61545,Gentiana nivalis,14,Leaf nitrogen (N) content per leaf dry mass,25.2048,mg g-1,Alpine trait survey CNRS 2021
497,61545,Gentiana nivalis,14,Leaf nitrogen (N) content per leaf dry mass,31.1298,mg g-1,LEFE Toulouse field campaign 2022
498,61545,Gentiana nivalis,3106,Plant height vegetative,23.2001,cm,TRY contributor: Kattge et al. 2020
499,61545,Gentiana nivalis,3106,Plant height vegetative,22.3909,cm,GLORIA network 2019
500,61545,Gentiana nivalis,3106,Plant height vegetative,26.1677,cm,Alpine trait survey CNRS 2021
501,61545,Gentiana nivalis,3106,Plant height vegetative,24.8448,cm,LEFE Toulouse field campaign 2022
502,61545,Gentiana nivalis,6,Leaf water content per leaf fresh mass (LSWC): leaf water content,6.0572,g g-1,TRY contributor: Kattge et al. 2020
503,61545,Gentiana nivalis,6,Leaf water content per leaf fresh mass (LSWC): leaf water content,5.5903,g g-1,LEFE Toulouse field campaign 2022
504,61545,Gentiana nivalis,6,Leaf water content per leaf fresh mass (LSWC): leaf water content,6.4487,g g-1,Alpine trait survey CNRS 2021
505,61545,Gentiana nivalis,6,Leaf water content per leaf fresh mass (LSWC): leaf water content,5.6893,g g-1,TRY contributor: Kattge et al. 2020
506,61545,Gentiana nivalis,26,Seed dry mass,4.0915,mg,TRY contributor: Kattge et al. 2020
507,61545,Gentiana nivalis,26,Seed dry mass,,mg,GLORIA network 2019
508,61545,Gentiana nivalis,26,Seed dry mass,4.2423,mg,LEFE Toulouse field campaign 2022
509,61545,Gentiana nivalis,26,Seed dry mass,3.9508,mg,Alpine trait survey CNRS 2021
510,98422,Soldanella alpina,3117,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",17.4427,mm2 mg-1,LEFE Toulouse field campaign 2022
511,98422,Soldanella alpina,3117,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",16.5034,mm2 mg-1,Alpine trait survey CNRS 2021
512,98422,Soldanella alpina,3117,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",15.5896,mm2 mg-1,LEFE Toulouse field campaign 2022
513,98422,Soldanella alpina,3117,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",15.4298,mm2 mg-1,TRY contributor: Kattge et al. 2020
514,98422,Soldanella alpina,47,"Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",227.5326,mg g-1,GLORIA network 2019
515,98422,Soldanella alpina,47,"Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",242.6866,mg g-1,GLORIA network 2019
516,98422,Soldanella alpina,47,"Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",235.8585,mg g-1,TRY contributor: Kattge et al. 2020
517,98422,Soldanella alpina,14,Leaf nitrogen (N) content per leaf dry mass,29.7621,mg g-1,TRY contributor: Kattge et al. 2020
518,98422,Soldanella alpina,14,Leaf nitrogen (N) content per leaf dry mass,30.9073,mg g-1,TRY contributor: Kattge et al. 2020
519,98422,Soldanella alpina,3106,Plant height vegetative,17.0512,cm,TRY contributor: Kattge et al. 2020
520,98422,Soldanella alpina,3106,Plant height vegetative,15.9498,cm,LEFE Toulouse field campaign 2022
521,98422,Soldanella alpina,3106,Plant height vegetative,16.918,cm,GLORIA network 2019
522,98422,Soldanella alpina,6,Leaf water content per leaf fresh mass (LSWC): leaf water content,5.3019,g g-1,Alpine trait survey CNRS 2021
523,98422,Soldanella alpina,6,Leaf water content per leaf fresh mass (LSWC): leaf water content,5.0092,g g-1,GLORIA network 2019
524,98422,Soldanella alpina,6,Leaf water content per leaf fresh mass (LSWC): leaf water content,,g g-1,LEFE Toulouse field campaign 2022
525,98422,Soldanella alpina,6,Leaf water content per leaf fresh mass (LSWC): leaf water content,4.9903,g g-1,TRY contributor: Kattge et al. 2020
526,98422,Soldanella alpina,26,Seed dry mass,3.3474,mg,Alpine trait survey CNRS 2021
527,98422,Soldanella alpina,26,Seed dry mass,3.339,mg,GLORIA network 2019
528,98422,Soldanella alpina,26,Seed dry mass,3.2328,mg,LEFE Toulouse field campaign 2022
529,69986,Anemone narcissiflora,3117,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",22.9699,mm2 mg-1,GLORIA network 2019
530,69986,Anemone narcissiflora,3117,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",21.088,mm2 mg-1,LEFE Toulouse field campaign 2022
531,69986,Anemone narcissiflora,3117,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",21.3695,mm2 mg-1,Alpine trait survey CNRS 2021
532,69986,Anemone narcissiflora,3117,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",22.8433,mm2 mg-1,TRY contributor: Kattge et al. 2020
533,69986,Anemone narcissiflora,47,"Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",171.5669,mg g-1,GLORIA network 2019
534,69986,Anemone narcissiflora,47,"Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",164.9684,mg g-1,TRY contributor: Kattge et al. 2020
535,69986,Anemone narcissiflora,14,Leaf nitrogen (N) content per leaf dry mass,28.8543,mg g-1,GLORIA network 2019
536,69986,Anemone narcissiflora,14,Leaf nitrogen (N) content per leaf dry mass,33.0635,mg g-1,LEFE Toulouse field campaign 2022
537,69986,Anemone narcissiflora,14,Leaf nitrogen (N) content per leaf dry mass,,mg g-1,GLORIA network 2019
538,69986,Anemone narcissiflora,3106,Plant height vegetative,18.0689,cm,TRY contributor: Kattge et al. 2020
539,69986,Anemone narcissiflora,3106,Plant height vegetative,16.1336,cm,LEFE Toulouse field campaign 2022
540,69986,Anemone narcissiflora,6,Leaf water content per leaf fresh mass (LSWC): leaf water content,5.3281,g g-1,Alpine trait survey CNRS 2021
541,69986,Anemone narcissiflora,6,Leaf water content per leaf fresh mass (LSWC): leaf water content,5.459,g g-1,TRY contributor: Kattge et al. 2020
542,69986,Anemone narcissiflora,26,Seed dry mass,3.8409,mg,Alpine trait survey CNRS 2021
543,69986,Anemone narcissiflora,26,Seed dry mass,3.244,mg,Alpine trait survey CNRS 2021
